,date,weather_code,temperature_2m_max,precipitation_sum,temperature_2m_mean,temperature_2m_min,visibility_mean,wind_speed_10m_mean
314,2023-11-11 00:00:00+00:00,3.0,1.45,0.0,-2.0374997,-3.9,,16.571682
315,2023-11-12 00:00:00+00:00,75.0,6.95,1.2,1.8437501,-3.1,,21.73944
316,2023-11-13 00:00:00+00:00,3.0,5.75,0.0,2.20625,-1.65,,14.953569
317,2023-11-14 00:00:00+00:00,3.0,9.6,0.0,4.758333,1.35,,18.433483
318,2023-11-15 00:00:00+00:00,3.0,8.0,0.0,2.45625,-1.8,,13.312088
319,2023-11-16 00:00:00+00:00,73.0,1.25,3.3000002,-0.5166667,-3.35,,16.753862
320,2023-11-17 00:00:00+00:00,3.0,4.45,0.0,-0.16458344,-4.05,,15.530907
321,2023-11-18 00:00:00+00:00,3.0,6.25,0.0,0.7895832,-2.45,,9.512909
322,2023-11-19 00:00:00+00:00,3.0,7.15,0.0,1.6416665,-1.75,,12.518021
323,2023-11-20 00:00:00+00:00,53.0,10.0,1.0,4.6291666,2.15,,20.111038
324,2023-11-21 00:00:00+00:00,73.0,1.55,0.90000004,-2.3104165,-4.25,,16.189545
325,2023-11-22 00:00:00+00:00,3.0,-0.45,0.0,-3.6125004,-8.8,,17.105463
326,2023-11-23 00:00:00+00:00,3.0,-8.15,0.0,-9.510417,-12.1,,18.628695
327,2023-11-24 00:00:00+00:00,0.0,-1.55,0.0,-6.337501,-10.55,,18.488506
328,2023-11-25 00:00:00+00:00,73.0,0.75,1.0,-2.9666665,-6.1,,18.306955
329,2023-11-26 00:00:00+00:00,73.0,-0.85,1.6000001,-7.0041676,-12.25,,25.54063
330,2023-11-27 00:00:00+00:00,3.0,-9.45,0.0,-11.7625,-14.25,,11.910697
331,2023-11-28 00:00:00+00:00,71.0,3.2,0.2,-3.9895837,-13.4,,18.514153
332,2023-11-29 00:00:00+00:00,71.0,3.8,0.3,-0.4270834,-2.7,,14.2747965
333,2023-11-30 00:00:00+00:00,73.0,-0.25,1.4000001,-3.1145837,-6.45,,9.567284
334,2023-12-01 00:00:00+00:00,3.0,0.95,0.0,-3.7770832,-7.4,,9.8677
335,2023-12-02 00:00:00+00:00,3.0,0.5,0.0,-1.9687501,-4.5,,19.848715
336,2023-12-03 00:00:00+00:00,3.0,0.35,0.0,-3.114583,-6.6,,13.032771
337,2023-12-04 00:00:00+00:00,3.0,-1.25,0.0,-6.06875,-8.7,,5.7740912
338,2023-12-05 00:00:00+00:00,3.0,-1.65,0.0,-5.183334,-8.25,,11.957733
339,2023-12-06 00:00:00+00:00,3.0,5.95,0.0,0.9708333,-2.3,,14.081358
340,2023-12-07 00:00:00+00:00,53.0,6.4,1.2,1.9437499,-0.55,,13.067661
341,2023-12-08 00:00:00+00:00,75.0,1.65,8.700001,0.47500002,-1.4,,20.785929
342,2023-12-09 00:00:00+00:00,73.0,-2.15,1.2,-3.9625003,-7.0,,23.527092
343,2023-12-10 00:00:00+00:00,3.0,-2.8,0.0,-5.679167,-8.0,,11.949445
344,2023-12-11 00:00:00+00:00,71.0,0.75,0.1,-4.4687505,-7.7,,22.057991
345,2023-12-12 00:00:00+00:00,71.0,-5.05,0.2,-7.5333343,-10.3,,14.929199
346,2023-12-13 00:00:00+00:00,3.0,2.05,0.0,-3.83125,-9.95,,16.098303
347,2023-12-14 00:00:00+00:00,3.0,6.95,0.0,1.1083332,-4.0,,17.359941
348,2023-12-15 00:00:00+00:00,3.0,0.45,0.0,-2.9854167,-5.8,,10.3303
349,2023-12-16 00:00:00+00:00,71.0,-0.45,0.2,-4.41875,-8.95,,12.31321
350,2023-12-17 00:00:00+00:00,73.0,-0.45,1.0,-4.9062505,-11.95,,20.014446
351,2023-12-18 00:00:00+00:00,3.0,-6.2,0.0,-11.020833,-15.1,,18.266562
352,2023-12-19 00:00:00+00:00,3.0,-1.05,0.0,-5.508333,-9.5,,11.3611355
353,2023-12-20 00:00:00+00:00,71.0,-2.1,0.1,-6.202082,-10.4,,15.512456
354,2023-12-21 00:00:00+00:00,3.0,1.4,0.0,-1.2,-4.25,,18.762953
355,2023-12-22 00:00:00+00:00,3.0,-0.15,0.0,-3.3916667,-6.25,,8.696979
356,2023-12-23 00:00:00+00:00,3.0,0.7,0.0,-0.28958336,-1.1,,16.836123
357,2023-12-24 00:00:00+00:00,73.0,0.2,2.5999997,-1.3666667,-5.6,,16.48308
358,2023-12-25 00:00:00+00:00,3.0,-1.65,0.0,-6.460417,-10.65,,7.6194468
359,2023-12-26 00:00:00+00:00,3.0,-1.0,0.0,-4.881251,-7.0,,11.478142
360,2023-12-27 00:00:00+00:00,1.0,1.2,0.0,-4.6416674,-8.75,,4.8484454
361,2023-12-28 00:00:00+00:00,1.0,0.05,0.0,-4.8250003,-8.05,,7.6964025
362,2023-12-29 00:00:00+00:00,3.0,0.7,0.0,-3.7937498,-6.45,,13.218433
363,2023-12-30 00:00:00+00:00,73.0,-3.9,1.7,-5.414583,-8.65,,20.797247
364,2023-12-31 00:00:00+00:00,3.0,-6.15,0.0,-8.497916,-9.45,,10.336671
